add-none,1,100,200,172201,861,0
add-none,1,1000,2000,191647,95,0
add-none,1,10000,20000,412279,20,0
add-none,1,100000,200000,3037759,15,0
add-none,2,100,400,137670,344,0
add-none,2,1000,4000,140239,35,0
add-none,2,10000,40000,440819,11,1943
add-none,2,100000,400000,3672514,9,1895
add-none,4,100,800,232033,290,0
add-none,4,1000,8000,220445,27,69
add-none,4,10000,80000,386864,4,3196
add-none,4,100000,800000,3075691,3,1042
add-none,8,100,1600,343084,214,0
add-none,8,1000,16000,298892,18,113
add-none,8,10000,160000,479254,2,-455
add-none,8,100000,1600000,2953486,1,-405
add-none,12,100,2400,481116,200,0
add-none,12,1000,24000,427613,17,37
add-none,12,10000,240000,525289,2,343
add-none,12,100000,2400000,4271321,1,-4039
add-yield-none,1,10,20,130542,6527,0
add-yield-none,1,20,40,137198,3429,0
add-yield-none,1,40,80,174422,2180,0
add-yield-none,1,80,160,212665,1329,0
add-yield-none,1,100,200,227877,1139,0
add-yield-none,1,1000,2000,1032851,516,0
add-yield-none,1,10000,20000,9198459,459,0
add-yield-none,1,100000,200000,61757814,308,0
add-yield-none,2,10,40,163245,4081,1
add-yield-none,2,20,80,162739,2034,3
add-yield-none,2,40,160,143300,895,17
add-yield-none,2,80,320,158736,496,11
add-yield-none,2,100,400,174599,436,44
add-yield-none,2,1000,4000,645565,161,9
add-yield-none,2,10000,40000,5206477,130,0
add-yield-none,2,100000,400000,32100623,80,-1088
add-yield-none,4,10,80,186832,2335,0
add-yield-none,4,20,160,230351,1439,0
add-yield-none,4,40,320,166804,521,6
add-yield-none,4,80,640,177642,277,0
add-yield-none,4,100,800,312610,390,0
add-yield-none,4,1000,8000,450545,56,143
add-yield-none,4,10000,80000,2704153,33,-102
add-yield-none,4,100000,800000,21474395,26,-58
add-yield-none,8,10,160,288339,1802,0
add-yield-none,8,20,320,324408,1013,0
add-yield-none,8,40,640,425514,664,0
add-yield-none,8,80,1280,355008,277,7
add-yield-none,8,100,1600,503659,314,0
add-yield-none,8,1000,16000,416440,26,203
add-yield-none,8,10000,160000,1609782,10,237
add-yield-none,8,100000,1600000,13750633,8,186
add-yield-none,12,10,240,469900,1957,0
add-yield-none,12,20,480,529629,1103,0
add-yield-none,12,40,960,603974,629,0
add-yield-none,12,80,1920,454982,236,3
add-yield-none,12,100,2400,450955,187,0
add-yield-none,12,1000,24000,567551,23,316
add-yield-none,12,10000,240000,1704321,7,-105
add-yield-none,12,100000,2400000,14576496,6,-5844
add-yield-m,1,10000,20000,9773262,488,0
add-yield-m,2,10000,40000,19703606,492,0
add-yield-m,4,10000,80000,26846325,335,0
add-yield-m,8,10000,160000,31622258,197,0
add-yield-m,12,10000,240000,27700729,115,0
add-yield-s,1,1000,2000,747360,373,0
add-yield-s,2,1000,4000,1316619,329,0
add-yield-s,4,1000,8000,1973288,246,0
add-yield-s,8,1000,16000,3352528,209,0
add-yield-s,12,1000,24000,3618231,150,0
add-yield-c-none,1,10000,20000,9332975,466,0
add-yield-c-none,2,10000,40000,10532299,263,0
add-yield-c-none,4,10000,80000,9836602,122,0
add-yield-c-none,8,10000,160000,10413235,65,0
add-yield-c-none,12,10000,240000,9945719,41,0
add-m,1,10000,20000,690390,34,0
add-m,2,10000,40000,2297540,57,0
add-m,4,10000,80000,3374205,42,0
add-m,8,10000,160000,3835951,23,0
add-m,12,10000,240000,3931360,16,0
add-s,1,10000,20000,529813,26,0
add-s,2,10000,40000,3856304,96,0
add-s,4,10000,80000,10965671,137,0
add-s,8,10000,160000,16953521,105,0
add-s,12,10000,240000,15844696,66,0
add-c-none,1,10000,20000,479264,23,0
add-c-none,2,10000,40000,1133460,28,0
add-c-none,4,10000,80000,1566322,19,0
add-c-none,8,10000,160000,1942689,12,0
add-c-none,12,10000,240000,2869988,11,0
